,COMPANY NAME,RANK 2019,2019 REVENUE(₹ Cr),2019 PAT IN CRORES,2019 MARKET CAP(₹ Cr),2019 COMPANY TYPE,2019 REVENUE(₹ Cr)_%CHANGE,2019 PAT IN CRORES_%CHANGE,PAT% CATEGORY,REVENUE% CATEGORY
213,Apar Industries Ltd.,191,7978,136,1865.0,Small-Cap,36.914364166809676,-5.555555555555555,NEGATIVE,MODERATE
214,Au Small Finance Bank Ltd.,360,3410,381,22577.0,Large-Cap,58.23665893271461,30.47945205479452,MODERATE,HIGH
215,Jubilant Pharmova Ltd.,171,9146,574,8295.0,Mid-Cap,20.183968462549277,-10.59190031152648,NEGATIVE,MODERATE
216,Manappuram Finance Ltd.,320,4178,922,13846.0,Mid-Cap,20.195627157652474,37.61194029850746,MODERATE,MODERATE
217,Vardhman Textiles Ltd.,213,7116,730,5124.0,Mid-Cap,9.460083064143978,25.645438898450944,MODERATE,LOW
218,Godrej Agrovet Ltd.,249,6024,329,9324.0,Mid-Cap,14.677327241576243,43.66812227074236,MODERATE,LOW
219,PDS Multinational Fashions Ltd.,235,6501,52,825.0,Small-Cap,31.042128603104214,-842.8571428571429,NEGATIVE,MODERATE
220,Tube Investments of India Ltd.,254,5831,240,8409.0,Mid-Cap,15.511093502377179,63.26530612244898,HIGH,MODERATE
221,Shriram City Union Finance Ltd.,247,6069,1001,8789.0,Mid-Cap,12.953657174762704,45.70596797671033,MODERATE,LOW
222,Jain Irrigation Systems Ltd.,168,9257,239,643.0,Small-Cap,7.04209065679926,9.1324200913242,LOW,LOW
223,Mahindra CIE Automotive Ltd.,186,8070,498,5619.0,Mid-Cap,21.81132075471698,39.10614525139665,MODERATE,MODERATE
224,Spicejet Ltd.,167,9266,-302,6621.0,Mid-Cap,16.714951505227358,-154.21903052064633,NEGATIVE,MODERATE
225,IIFL Finance Ltd.,272,5200,690,4556.0,Small-Cap,18.397085610200364,-24.259055982436884,NEGATIVE,MODERATE
226,ABB India Ltd.,218,7030,510,30764.0,Large-Cap,-24.188504259678638,21.71837708830549,MODERATE,NEGATIVE
227,Balkrishna Industries Ltd.,263,5428,773,16617.0,Mid-Cap,12.287960281340505,5.170068027210884,LOW,LOW
228,Shree Renuka Sugars Ltd.,292,4717,-1448,1678.0,Small-Cap,-50.37870818430466,-34.21172194457065,NEGATIVE,NEGATIVE
229,DLF Ltd.,170,9156,1319,51257.0,Large-Cap,-49.90699201225517,-70.44588841586376,NEGATIVE,NEGATIVE
230,PNC Infratech Ltd.,336,3821,351,4699.0,Small-Cap,57.307533964594484,44.44444444444444,MODERATE,HIGH
231,Deepak Fertilisers & Petrochemicals Corporation Ltd.,224,6796,70,892.0,Small-Cap,11.154726856395158,-56.79012345679012,NEGATIVE,LOW
232,Kansai Nerolac Paints Ltd.,262,5484,452,28802.0,Large-Cap,2.81214848143982,-12.062256809338521,NEGATIVE,LOW
233,Hinduja Global Solutions Ltd.,287,4861,177,1255.0,Small-Cap,25.122265122265127,-8.290155440414509,NEGATIVE,MODERATE
234,Prism Johnson Ltd.,240,6225,116,3576.0,Small-Cap,12.364620938628159,176.19047619047618,EXCELLENT,LOW
235,L&T Technology Services Ltd.,267,5301,765,15202.0,Mid-Cap,34.54314720812183,51.18577075098815,HIGH,MODERATE
236,Hatsun Agro Products Ltd.,289,4766,114,9540.0,Mid-Cap,8.416742493175613,26.666666666666668,MODERATE,LOW
237,Surya Roshni Ltd.,250,5984,120,945.0,Small-Cap,19.10828025477707,11.11111111111111,LOW,MODERATE
238,IRB Infrastructure Developers Ltd.,221,6902,849,2666.0,Small-Cap,15.244615127734178,-7.616974972796518,NEGATIVE,MODERATE
239,ISGEC Heavy Engineering Ltd.,279,5119,142,2852.0,Small-Cap,42.43183082915971,-9.554140127388536,NEGATIVE,MODERATE
240,Ipca Laboratories Ltd.,337,3803,444,13818.0,Mid-Cap,16.2641394069092,85.77405857740585,HIGH,MODERATE
241,Alembic Pharmaceuticals Ltd.,330,3944,584,10635.0,Mid-Cap,24.06417112299465,41.74757281553398,MODERATE,MODERATE
242,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,246,6116,749,3086.0,Small-Cap,2.3598326359832633,-5.6675062972292185,NEGATIVE,LOW
243,Aditya Birla Fashion and Retail Ltd.,185,8182,321,16458.0,Mid-Cap,9.825503355704699,174.35897435897436,EXCELLENT,LOW
244,The Ramco Cements Ltd.,273,5187,510,18730.0,Mid-Cap,15.988372093023257,-9.41385435168739,NEGATIVE,MODERATE
245,Sundaram Finance Ltd.,315,4254,1160,17996.0,Mid-Cap,-30.307994757536044,63.150492264416314,HIGH,NEGATIVE
246,Indraprastha Gas Ltd.,251,5980,842,28652.0,Large-Cap,25.709480765188143,16.78224687933426,MODERATE,MODERATE
247,Ashoka Buildcon Ltd.,285,5007,-33,2687.0,Small-Cap,34.923201293451896,-70.27027027027027,NEGATIVE,MODERATE
248,Arvind Ltd.,211,7226,226,1270.0,Small-Cap,-33.30872173511767,-26.860841423948216,NEGATIVE,NEGATIVE
249,Oracle Financial Services Software Ltd.,276,5134,1385,26126.0,Large-Cap,11.173668254655695,11.96443007275667,LOW,LOW
250,Firstsource Solutions Ltd.,334,3830,377,2973.0,Small-Cap,8.192090395480225,15.644171779141105,MODERATE,LOW
251,Polyplex Corporation Ltd.,291,4733,330,1560.0,Small-Cap,28.439620081411128,107.54716981132076,EXCELLENT,MODERATE
252,TeamLease Services Ltd.,303,4465,98,4462.0,Small-Cap,22.698543555921958,34.24657534246575,MODERATE,MODERATE
253,Thermax Ltd.,244,6123,325,12632.0,Mid-Cap,32.87760416666667,40.08620689655172,MODERATE,MODERATE
254,Sterlite Technologies Ltd.,278,5124,562,5123.0,Mid-Cap,60.17505470459519,68.26347305389223,HIGH,HIGH
255,Crompton Greaves Consumer Electricals Ltd.,301,4526,401,15986.0,Mid-Cap,9.72121212121212,24.148606811145513,MODERATE,LOW
256,Colgate-Palmolive (India) Ltd.,300,4530,775,41745.0,Large-Cap,7.600950118764846,15.156017830609212,MODERATE,LOW
257,Balrampur Chini Mills Ltd.,310,4335,575,3297.0,Small-Cap,9.111502642839165,148.91774891774892,EXCELLENT,LOW
258,City Union Bank Ltd.,313,4281,682,15716.0,Mid-Cap,8.820538891713268,15.202702702702704,MODERATE,LOW
259,Laurus Labs Ltd.,477,2308,93,3776.0,Small-Cap,9.383886255924171,-44.31137724550898,NEGATIVE,LOW
260,JK Lakshmi Cement Ltd.,308,4378,51,3460.0,Small-Cap,13.360952874158466,-7.2727272727272725,NEGATIVE,LOW
261,Cummins India Ltd.,248,6025,742,15463.0,Mid-Cap,13.937216338880484,4.360056258790436,LOW,LOW
262,Gujarat Ambuja Exports Ltd.,325,4033,198,1627.0,Small-Cap,19.319526627218934,10.614525139664805,LOW,MODERATE
263,Triveni Engineering & Industries Ltd.,373,3235,216,1587.0,Small-Cap,-5.2153530618224435,81.5126050420168,HIGH,NEGATIVE
264,PI Industries Ltd.,408,2900,410,19632.0,Mid-Cap,24.516960068699014,11.716621253405995,LOW,MODERATE
265,Coforge Ltd.,343,3729,403,9501.0,Mid-Cap,23.06930693069307,43.92857142857143,MODERATE,MODERATE
266,LT Foods Ltd.,331,3914,126,755.0,Small-Cap,2.91874835656061,-5.970149253731343,NEGATIVE,LOW
267,Bajaj Electricals Ltd.,227,6744,156,3440.0,Small-Cap,41.91919191919192,87.95180722891565,HIGH,MODERATE
268,India Cements Ltd.,256,5809,21,2534.0,Small-Cap,10.37431122933688,-71.23287671232876,NEGATIVE,LOW
269,Trident Ltd.,268,5292,371,3241.0,Small-Cap,14.051724137931036,40.53030303030303,MODERATE,LOW
270,Aarti Industries Ltd.,293,4707,491,14449.0,Mid-Cap,20.107170196478695,47.89156626506024,MODERATE,MODERATE
271,HFCL Ltd.,288,4784,219,2220.0,Small-Cap,48.70997824059683,31.137724550898206,MODERATE,MODERATE
272,Abbott India Ltd.,339,3791,450,25953.0,Large-Cap,7.790730736423088,12.219451371571072,LOW,LOW
273,United Breweries Ltd.,234,6507,562,32812.0,Large-Cap,15.989304812834224,42.63959390862944,MODERATE,MODERATE
274,Bayer Cropscience Ltd.,430,2722,237,15579.0,Mid-Cap,1.4535967200894522,-21.0,NEGATIVE,LOW
275,Blue Star Ltd.,269,5274,190,7678.0,Mid-Cap,6.502423263327948,27.516778523489933,MODERATE,LOW
276,Persistent Systems Ltd.,355,3453,351,4939.0,Small-Cap,9.549492385786802,8.6687306501548,LOW,LOW
277,Cyient Ltd.,290,4752,478,4372.0,Small-Cap,16.756756756756758,18.02469135802469,MODERATE,MODERATE
278,Fortis Healthcare Ltd.,282,5038,-298,11047.0,Mid-Cap,3.8120750051514523,-70.46580773042616,NEGATIVE,LOW
279,Sonata Software Ltd.,399,2990,249,3224.0,Small-Cap,19.6,29.6875,MODERATE,MODERATE
280,Jindal Poly Films Ltd.,338,3799,-408,985.0,Small-Cap,-43.62665083840332,-580.0,NEGATIVE,NEGATIVE
281,KEI Industries Ltd.,317,4238,180,4282.0,Small-Cap,20.84402623324779,25.0,MODERATE,MODERATE
282,Avanti Feeds Ltd.,350,3547,273,6961.0,Mid-Cap,0.8529997156667614,-38.789237668161434,NEGATIVE,LOW
283,Suzlon Energy Ltd.,275,5143,-1527,1364.0,Small-Cap,-41.33013917408168,306.1170212765957,EXCELLENT,NEGATIVE
284,Dhampur Sugar Mills Ltd.,402,2972,251,1257.0,Small-Cap,-4.835094460454691,66.22516556291392,HIGH,NEGATIVE
285,Godawari Power & Ispat Ltd.,366,3331,252,532.0,Small-Cap,32.182539682539684,21.73913043478261,MODERATE,MODERATE
286,KRBL Ltd.,321,4135,503,4817.0,Small-Cap,22.992266508030934,15.898617511520738,MODERATE,MODERATE
287,DCB Bank Ltd.,361,3391,325,5594.0,Mid-Cap,24.531766434080062,32.6530612244898,MODERATE,MODERATE
288,Gayatri Projects Ltd.,354,3472,160,1676.0,Small-Cap,20.263249047454103,-942.1052631578947,NEGATIVE,MODERATE
289,Shipping Corporation of India Ltd.,327,4021,-62,2824.0,Small-Cap,9.564032697547683,-120.26143790849673,NEGATIVE,LOW
290,Aegis Logistics Ltd.,259,5624,221,6030.0,Mid-Cap,17.11786755518534,12.18274111675127,LOW,MODERATE
291,JMC Projects (India) Ltd.,357,3433,76,1792.0,Small-Cap,19.077349982656955,192.30769230769232,EXCELLENT,MODERATE
292,Atul Ltd.,311,4304,432,12230.0,Mid-Cap,31.500152765047357,56.52173913043478,HIGH,MODERATE
293,Wockhardt Ltd.,319,4179,-194,3071.0,Small-Cap,7.761732851985561,-68.0921052631579,NEGATIVE,LOW
294,Zensar Technologies Ltd.,322,4059,313,4244.0,Small-Cap,27.84251968503937,29.87551867219917,MODERATE,MODERATE
295,Jayaswal Neco Industries Ltd.,316,4243,-443,233.0,Small-Cap,21.680527674218524,-9.775967413441954,NEGATIVE,MODERATE
296,Sundram Fasteners Ltd.,298,4584,457,9810.0,Mid-Cap,18.083462132921174,18.393782383419687,MODERATE,MODERATE
297,Raymond Ltd.,228,6707,167,4292.0,Small-Cap,5.755282245348471,24.62686567164179,MODERATE,LOW
298,SJVN Ltd.,388,3107,1366,9667.0,Mid-Cap,17.55580779417329,11.875511875511876,LOW,MODERATE
299,Motilal Oswal Financial Services Ltd.,459,2468,293,10646.0,Mid-Cap,-10.870350306970025,-47.771836007130126,NEGATIVE,NEGATIVE
300,BEML Ltd.,353,3497,63,4067.0,Small-Cap,7.6994148444718205,-51.162790697674424,NEGATIVE,LOW
301,Procter & Gamble Hygiene & Healthcare Ltd.,396,2999,419,36799.0,Large-Cap,24.079437318990486,12.032085561497325,LOW,MODERATE
302,Jaiprakash Power Ventures Ltd.,323,4057,-373,658.0,Small-Cap,-22.457951070336392,-76.61442006269593,NEGATIVE,NEGATIVE
303,Birlasoft Ltd.,443,2651,289,1863.0,Small-Cap,-28.390059427336574,14.682539682539684,LOW,NEGATIVE
304,KPR Mill Ltd.,358,3428,334,4788.0,Small-Cap,10.012836970474968,15.172413793103448,MODERATE,LOW
305,Great Eastern Shipping Company Ltd.,335,3829,-21,4558.0,Small-Cap,13.418246445497632,-89.95215311004785,NEGATIVE,LOW
306,Finolex Industries Ltd.,383,3145,367,7207.0,Mid-Cap,11.130742049469964,19.934640522875817,MODERATE,LOW
307,Electrosteel Castings Ltd.,421,2783,38,529.0,Small-Cap,22.545134302069574,-69.35483870967742,NEGATIVE,MODERATE
308,IFB Industries Ltd.,365,3346,72,2864.0,Small-Cap,18.35868411743898,-10.0,NEGATIVE,MODERATE
309,GE T&D India Ltd.,314,4277,212,4467.0,Small-Cap,-5.834434169969176,1.9230769230769231,LOW,NEGATIVE
310,Strides Pharma Science Ltd.,359,3420,324,3522.0,Small-Cap,-0.9843659525188188,-50.90909090909091,NEGATIVE,NEGATIVE
311,SREI Infrastructure Finance Ltd.,233,6550,486,460.0,Small-Cap,24.477385024705438,26.5625,MODERATE,MODERATE
312,Sun TV Network Ltd.,326,4025,1433,19712.0,Mid-Cap,28.676470588235293,26.25550660792951,MODERATE,MODERATE
313,Mukand Ltd.,341,3768,-115,455.0,Small-Cap,-22.453179666598068,-114.00730816077953,NEGATIVE,NEGATIVE
314,Jubilant Foodworks Ltd.,345,3610,319,21114.0,Large-Cap,18.671926364234057,62.755102040816325,HIGH,MODERATE
315,GlaxoSmithKline Pharmaceuticals Ltd.,367,3279,445,27779.0,Large-Cap,9.263578807064311,27.142857142857142,MODERATE,LOW
316,Prakash Industries Ltd.,329,3977,539,836.0,Small-Cap,35.13421678559293,39.637305699481864,MODERATE,MODERATE
317,The Fertilisers and Chemicals Travancore Ltd.,460,2466,163,2548.0,Small-Cap,19.418886198547217,-225.3846153846154,NEGATIVE,MODERATE
318,Kirloskar Oil Engines Ltd.,344,3693,219,2377.0,Small-Cap,17.275325500158782,52.083333333333336,HIGH,MODERATE
319,Blue Dart Express Ltd.,378,3193,89,5173.0,Mid-Cap,13.267115998581058,-38.19444444444444,NEGATIVE,LOW
320,Mahindra Logistics Ltd.,333,3858,85,2786.0,Small-Cap,12.741087083576854,32.8125,MODERATE,LOW
321,Dish TV India Ltd.,241,6218,-1144,2705.0,Small-Cap,32.693128467776354,1425.3333333333335,EXCELLENT,MODERATE
322,Tamil Nadu Newsprint And Papers Ltd.,305,4431,94,1277.0,Small-Cap,35.878564857405706,-323.8095238095238,NEGATIVE,MODERATE
323,JM Financial Ltd.,347,3578,572,7481.0,Mid-Cap,10.636982065553493,-9.206349206349207,NEGATIVE,LOW
324,Supreme Petrochem Ltd.,376,3203,49,1630.0,Small-Cap,5.327195001644196,-57.758620689655174,NEGATIVE,LOW
325,Astral Ltd.,452,2522,195,16415.0,Mid-Cap,18.015910154422087,11.428571428571429,LOW,MODERATE
326,Kothari Products Ltd.,257,5800,123,180.0,Small-Cap,-9.03387703889586,123.63636363636363,EXCELLENT,NEGATIVE
327,Venky's (India) Ltd.,393,3072,174,2474.0,Small-Cap,12.239678480087687,-12.562814070351758,NEGATIVE,LOW
328,Honeywell Automation India Ltd.,371,3245,358,24627.0,Large-Cap,19.521178637200737,43.77510040160642,MODERATE,MODERATE
329,JK Paper Ltd.,351,3542,427,2066.0,Small-Cap,13.525641025641026,64.23076923076924,HIGH,LOW
330,EPL Ltd.,425,2743,192,4278.0,Small-Cap,11.232765612327658,12.280701754385964,LOW,LOW
331,CG Power and Industrial Solutions Ltd.,188,8048,-503,937.0,Small-Cap,32.10768220617203,-56.749785038693034,NEGATIVE,MODERATE
332,Finolex Cables Ltd.,369,3259,407,5615.0,Mid-Cap,8.633333333333333,23.333333333333332,MODERATE,LOW
333,Amber Enterprises India Ltd.,429,2727,93,3128.0,Small-Cap,29.30298719772404,50.0,MODERATE,MODERATE
334,Castrol India Ltd.,328,3988,708,14637.0,Mid-Cap,8.576095834467738,2.460202604920405,LOW,LOW
335,AIA Engineering Ltd.,379,3190,510,15683.0,Mid-Cap,23.21359598300502,15.124153498871332,MODERATE,MODERATE
336,KNR Constructions Ltd.,471,2368,270,3378.0,Small-Cap,11.75082586125531,11.11111111111111,LOW,LOW
337,Paul Merchants Ltd.,286,4929,22,118.0,Small-Cap,3.68111064366849,-89.67136150234741,NEGATIVE,LOW
338,Cochin Shipyard Ltd.,380,3188,478,5315.0,Mid-Cap,26.558157999206035,20.707070707070706,MODERATE,MODERATE
339,Time Technoplast Ltd.,348,3566,202,1334.0,Small-Cap,13.60305829882128,12.222222222222221,LOW,LOW
340,Kesoram Industries Ltd.,312,4290,-363,754.0,Small-Cap,7.08936595107339,-37.088388214904676,NEGATIVE,LOW
341,Sanofi India Ltd.,414,2858,380,15532.0,Mid-Cap,16.843826655764513,16.56441717791411,MODERATE,MODERATE
342,Emami Ltd.,428,2729,303,14508.0,Mid-Cap,6.55993752440453,-1.3029315960912053,NEGATIVE,LOW
343,Forbes & Company Ltd.,409,2899,6,2370.0,Small-Cap,1.1161492849668644,-131.57894736842107,NEGATIVE,LOW
344,GHCL Ltd.,364,3356,350,2039.0,Small-Cap,14.500170590242236,-1.6853932584269662,NEGATIVE,LOW
345,Brightcom Group Ltd.,449,2577,443,172.0,Small-Cap,6.4876033057851235,8.845208845208845,LOW,LOW
346,Page Industries Ltd.,410,2888,393,25872.0,Large-Cap,15.151515151515152,13.583815028901732,LOW,MODERATE
347,PC Jeweller Ltd.,176,8764,0,1280.0,Small-Cap,-18.45166092863125,-100.0,NEGATIVE,NEGATIVE
348,Va Tech Wabag Ltd.,420,2788,105,953.0,Small-Cap,-19.51501154734411,-19.84732824427481,NEGATIVE,NEGATIVE
349,Transport Corporation of India Ltd.,417,2798,144,2140.0,Small-Cap,17.26739312657167,17.073170731707318,MODERATE,MODERATE
350,Nava Bharat Ventures Ltd.,377,3195,357,1185.0,Small-Cap,35.49618320610687,50.0,MODERATE,MODERATE
351,Kajaria Ceramics Ltd.,401,2974,226,11803.0,Mid-Cap,8.738574040219378,-3.418803418803419,NEGATIVE,LOW
352,Jai Balaji Industries Ltd.,387,3117,-153,201.0,Small-Cap,30.801510700797312,-40.234375,NEGATIVE,MODERATE
353,Galaxy Surfactants Ltd.,422,2767,190,5391.0,Mid-Cap,12.984891792568396,20.253164556962027,MODERATE,LOW
354,Trent Ltd.,407,2910,96,18304.0,Mid-Cap,19.802387813915193,11.627906976744185,LOW,MODERATE
355,ITD Cementation India Ltd.,450,2551,65,1030.0,Small-Cap,16.697163769441904,-9.722222222222223,NEGATIVE,MODERATE
356,Kirloskar Brothers Ltd.,363,3372,3,1135.0,Small-Cap,20.342612419700217,-93.87755102040816,NEGATIVE,MODERATE
357,V-Guard Industries Ltd.,446,2614,167,10072.0,Mid-Cap,10.528541226215644,24.62686567164179,MODERATE,LOW
358,SKF India Ltd.,385,3126,335,10643.0,Mid-Cap,11.882605583392985,13.559322033898304,LOW,LOW
359,Carborundum Universal Ltd.,427,2736,247,5934.0,Mid-Cap,14.957983193277311,14.883720930232558,LOW,LOW
360,Century Textiles & Industries Ltd.,318,4214,668,4766.0,Small-Cap,-49.1001328662882,80.05390835579514,HIGH,NEGATIVE
361,Phillips Carbon Black Ltd.,349,3548,383,2146.0,Small-Cap,38.21581612777562,67.98245614035088,HIGH,MODERATE
362,Godfrey Phillips India Ltd.,438,2665,260,6211.0,Mid-Cap,17.400881057268723,63.52201257861635,HIGH,MODERATE
363,3M India Ltd.,392,3076,366,25230.0,Large-Cap,17.449408171057655,18.064516129032256,MODERATE,MODERATE
364,Sadbhav Engineering Ltd.,261,5558,21,2143.0,Small-Cap,9.13017867661496,-800.0,NEGATIVE,LOW
365,Narayana Hrudayalaya Ltd.,412,2877,59,5949.0,Mid-Cap,24.599393676916414,15.686274509803921,MODERATE,MODERATE
366,Prime Focus Ltd.,439,2663,-22,1842.0,Small-Cap,16.23745089480576,-58.490566037735846,NEGATIVE,MODERATE
367,J Kumar Infraprojects Ltd.,415,2815,177,1204.0,Small-Cap,29.723502304147466,30.14705882352941,MODERATE,MODERATE
368,Orient Cement Ltd.,435,2686,47,1569.0,Small-Cap,11.776945484810653,6.8181818181818175,LOW,LOW
369,Zuari Agro Chemicals Ltd.,183,8215,-170,396.0,Small-Cap,5.917998968540485,-232.8125,NEGATIVE,LOW
370,Religare Enterprises Ltd.,468,2401,-1287,1147.0,Small-Cap,-10.84292610471593,7.969798657718121,LOW,NEGATIVE
371,Electrotherm (India) Ltd.,324,4054,141,174.0,Small-Cap,36.63633299629255,6950.0,EXCELLENT,MODERATE
372,Gujarat Alkalies & Chemicals Ltd.,374,3223,690,3081.0,Small-Cap,25.99687255668491,29.213483146067414,MODERATE,MODERATE
373,Heritage Foods Ltd.,441,2654,81,1531.0,Small-Cap,-5.853139411138701,30.64516129032258,MODERATE,NEGATIVE
374,Huhtamaki India Ltd.,469,2385,34,1855.0,Small-Cap,11.396543671181691,-46.03174603174603,NEGATIVE,LOW
375,Asahi India Glass Ltd.,405,2939,190,4881.0,Small-Cap,10.738507912584778,7.344632768361582,LOW,LOW
376,Akzo Nobel India Ltd.,403,2961,211,9119.0,Mid-Cap,0.8858603066439523,-47.25,NEGATIVE,LOW
377,Wheels India Ltd.,356,3448,76,1505.0,Small-Cap,32.41167434715822,1.3333333333333335,LOW,MODERATE
378,Minda Corporation Ltd.,381,3173,169,2145.0,Small-Cap,17.6056338028169,19.858156028368796,MODERATE,MODERATE
379,Maharashtra Seamless Ltd.,382,3166,234,2520.0,Small-Cap,37.9520697167756,11.428571428571429,LOW,MODERATE
380,RSWM Ltd.,398,2994,-38,242.0,Small-Cap,-0.8609271523178808,-290.0,NEGATIVE,NEGATIVE
381,Poonawalla Fincorp Ltd.,453,2514,304,1229.0,Small-Cap,1.9878296146044625,32.17391304347826,MODERATE,LOW
382,India Glycols Ltd.,362,3373,132,689.0,Small-Cap,11.87396351575456,37.5,MODERATE,LOW
383,Future Lifestyle Fashions Ltd.,237,6342,188,8105.0,Mid-Cap,28.77157360406091,49.2063492063492,MODERATE,MODERATE
384,Pfizer Ltd.,484,2248,429,18471.0,Mid-Cap,9.391727493917275,19.166666666666668,MODERATE,LOW
385,Graphite India Ltd.,187,8067,3395,5995.0,Mid-Cap,141.09384339509862,228.97286821705424,EXCELLENT,EXCELLENT
386,Himatsingka Seide Ltd.,442,2654,196,1350.0,Small-Cap,8.326530612244898,-2.4875621890547266,NEGATIVE,LOW
387,Simplex Infrastructures Ltd.,239,6229,122,287.0,Small-Cap,5.272942369443975,8.928571428571429,LOW,LOW
388,Mahanagar Gas Ltd.,413,2868,546,9984.0,Mid-Cap,25.240174672489086,14.465408805031446,LOW,MODERATE
389,Sobha Ltd.,352,3515,296,3877.0,Small-Cap,27.72529069767442,37.03703703703704,MODERATE,MODERATE
390,Mangalore Chemicals & Fertilizers Ltd.,391,3085,32,341.0,Small-Cap,9.630419331911868,-46.666666666666664,NEGATIVE,LOW
391,Patel Engineering Ltd.,445,2627,154,608.0,Small-Cap,1.4285714285714286,48.07692307692308,MODERATE,LOW
392,Century Plyboards (India) Ltd.,480,2287,148,3783.0,Small-Cap,9.530651340996169,-9.202453987730062,NEGATIVE,LOW
393,Usha Martin Ltd.,454,2509,47,939.0,Small-Cap,-45.33769063180828,-117.34317343173433,NEGATIVE,NEGATIVE
394,Nilkamal Ltd.,470,2382,117,1922.0,Small-Cap,11.256422232601588,-4.878048780487805,NEGATIVE,LOW
395,IFCI Ltd.,384,3134,-488,1292.0,Small-Cap,-10.813887307911212,-51.44278606965174,NEGATIVE,NEGATIVE
396,Rane Holdings Ltd.,434,2689,103,1156.0,Small-Cap,6.791104050833995,-20.76923076923077,NEGATIVE,LOW
397,Shankara Building Products Ltd.,440,2658,32,753.0,Small-Cap,0.7963594994311717,-56.16438356164384,NEGATIVE,LOW
398,Force Motors Ltd.,342,3734,143,1397.0,Small-Cap,5.420666290231508,-2.7210884353741496,NEGATIVE,LOW
399,Bharat Dynamics Ltd.,375,3205,422,6147.0,Mid-Cap,-33.409515894452525,-20.075757575757574,NEGATIVE,NEGATIVE
